iso3,country_name,Year,Total,GDP,Population,GDP_per_capita
IND,India,1964,1,56480289941.0,,
IND,India,1968,1,53085455871.0,,
IND,India,1972,1,71463193830.0,,
IND,India,1980,1,186000000000.0,696828385.0,266.923684516669
IND,India,1996,1,393000000000.0,870452165.0,451.48948535270745
IND,India,2000,1,468000000000.0,1059633675.0,441.6620677896066
IND,India,2004,1,709000000000.0,1059633675.0,669.0991582539126
IND,India,2008,3,1200000000000.0,1059633675.0,1132.466840486171
IND,India,2012,6,1830000000000.0,1240613620.0,1475.076502867992
IND,India,2016,2,2290000000000.0,1322866505.0,1731.0892605902059
IND,India,2020,7,2660000000000.0,1396387127.0,1904.915870797769
IND,India,2024,6,,,
IRL,Ireland,1928,1,,,
IRL,Ireland,1932,2,,,
IRL,Ireland,1952,1,,,
IRL,Ireland,1956,5,,,
IRL,Ireland,1964,1,2766608946.0,,
IRL,Ireland,1980,2,21747855640.0,3391387.0,6412.672938830042
IRL,Ireland,1984,1,20106648455.0,3391387.0,5928.739024770691
IRL,Ireland,1992,2,55918538121.0,3485374.0,16043.769799453374
IRL,Ireland,1996,4,75790786290.0,3485374.0,21745.38121016568
IRL,Ireland,2000,1,99958806891.0,3768950.0,26521.65905384789
IRL,Ireland,2008,3,274000000000.0,3768950.0,72699.29290651242
IRL,Ireland,2012,6,226000000000.0,4524585.0,49949.332369709045
IRL,Ireland,2016,2,299000000000.0,4665760.0,64083.879153664144
IRL,Ireland,2020,4,426000000000.0,4946119.0,86128.13399758477
IRL,Ireland,2024,7,,,
IRN,Islamic Republic of Iran,1948,1,,,
IRN,Islamic Republic of Iran,1952,7,,,
IRN,Islamic Republic of Iran,1956,5,,,
IRN,Islamic Republic of Iran,1960,4,,,
IRN,Islamic Republic of Iran,1964,2,,,
IRN,Islamic Republic of Iran,1968,5,,,
IRN,Islamic Republic of Iran,1972,3,,,
IRN,Islamic Republic of Iran,1976,2,,,
IRN,Islamic Republic of Iran,1988,1,,38520664.0,
IRN,Islamic Republic of Iran,1992,3,,55793629.0,
IRN,Islamic Republic of Iran,1996,3,,55793629.0,
IRN,Islamic Republic of Iran,2000,4,,65544383.0,
IRN,Islamic Republic of Iran,2004,6,,65544383.0,
IRN,Islamic Republic of Iran,2008,2,,65544383.0,
IRN,Islamic Republic of Iran,2012,13,,75373855.0,
IRN,Islamic Republic of Iran,2016,8,,81790841.0,
IRN,Islamic Republic of Iran,2020,7,,87290193.0,
IRN,Islamic Republic of Iran,2024,12,,,
IRQ,Iraq,1960,1,,,
ISL,Iceland,1956,1,,,
ISL,Iceland,1984,1,2864441356.0,228263.0,12548.864055935477
ISL,Iceland,2000,1,9025660362.0,281462.0,32067.065401368567
ISL,Iceland,2008,1,18074622987.0,281462.0,64216.92088807726
ISR,Israel,1992,2,,4803254.0,
ISR,Israel,1996,1,,4803254.0,
ISR,Israel,2000,1,,6116958.0,
ISR,Israel,2004,2,,6116958.0,
ISR,Israel,2008,1,,6116958.0,
ISR,Israel,2016,2,,8007778.0,
ISR,Israel,2020,4,,8757489.0,
ISR,Israel,2024,7,,,
ITA,Italy,1900,4,,,
ITA,Italy,1908,4,,,
ITA,Italy,1912,6,,,
ITA,Italy,1920,23,,,
ITA,Italy,1924,16,,,
ITA,Italy,1928,19,,,
ITA,Italy,1932,36,,,
ITA,Italy,1936,22,,,
ITA,Italy,1948,27,,,
ITA,Italy,1952,21,,,
ITA,Italy,1956,22,,,
ITA,Italy,1960,36,40385288344.0,,
ITA,Italy,1964,27,63175417019.0,,
ITA,Italy,1968,16,87942231678.0,,
ITA,Italy,1972,18,145000000000.0,,
ITA,Italy,1976,13,225000000000.0,,
ITA,Italy,1980,15,477000000000.0,56329482.0,8468.034554267693
ITA,Italy,1984,32,438000000000.0,56329482.0,7775.679527818133
ITA,Italy,1988,14,892000000000.0,56329482.0,15835.402143410443
ITA,Italy,1992,19,1320000000000.0,56756561.0,23257.223072412722
ITA,Italy,1996,35,1310000000000.0,56756561.0,23081.031988530805
ITA,Italy,2000,34,1140000000000.0,56966397.0,20011.79748124144
ITA,Italy,2004,32,1800000000000.0,56966397.0,31597.57497038122
ITA,Italy,2008,27,2400000000000.0,56966397.0,42130.0999605083
ITA,Italy,2012,28,2090000000000.0,59822450.0,34936.71690143082
ITA,Italy,2016,28,1880000000000.0,60232906.0,31212.174953006583
ITA,Italy,2020,40,1890000000000.0,59500579.0,31764.39678007167
ITA,Italy,2024,40,,,
JAM,Jamaica,1948,3,,,
JAM,Jamaica,1952,5,,,
JAM,Jamaica,1968,1,1083883355.0,,
JAM,Jamaica,1972,1,1875048860.0,,
JAM,Jamaica,1976,2,2966010230.0,,
JAM,Jamaica,1980,3,2679409453.0,2135546.0,1254.6718511331528
JAM,Jamaica,1984,3,2373566957.0,2135546.0,1111.4567220748231
JAM,Jamaica,1988,2,3828310735.0,2135546.0,1792.6613311068925
JAM,Jamaica,1992,4,3535460090.0,2392030.0,1478.0166176845607
JAM,Jamaica,1996,6,7393883555.0,2392030.0,3091.0496753803254
JAM,Jamaica,2000,9,9005064475.0,2612205.0,3447.3038965165442
JAM,Jamaica,2004,5,10174664854.0,2612205.0,3895.0483801998694
JAM,Jamaica,2008,10,13709402085.0,2612205.0,5248.210643881319
JAM,Jamaica,2012,12,14807086889.0,2733896.0,5416.111984142776
JAM,Jamaica,2016,11,14077109397.0,2794445.0,5037.533176355233
JAM,Jamaica,2020,9,13812425037.0,2820436.0,4897.2658968329715
JAM,Jamaica,2024,6,,,
JOR,Jordan,2016,1,,9494246.0,
JOR,Jordan,2020,2,,10928721.0,
JOR,Jordan,2024,1,,,
JPN,Japan,1920,2,,,
JPN,Japan,1924,1,,,
JPN,Japan,1928,5,,,
JPN,Japan,1932,18,,,
JPN,Japan,1936,18,,,
JPN,Japan,1952,9,,,
JPN,Japan,1956,19,,,
JPN,Japan,1960,18,44307342950.0,,
JPN,Japan,1964,29,81749006382.0,,
JPN,Japan,1968,25,147000000000.0,,
JPN,Japan,1972,29,318000000000.0,,
JPN,Japan,1976,25,586000000000.0,,
JPN,Japan,1984,32,1320000000000.0,117624196.0,11222.180851293555
JPN,Japan,1988,14,3070000000000.0,117624196.0,26100.072131417586
JPN,Japan,1992,22,3910000000000.0,123686321.0,31612.226545245856
JPN,Japan,1996,14,4920000000000.0,123686321.0,39778.04465539888
JPN,Japan,2000,18,4970000000000.0,126803861.0,39194.39014558082
JPN,Japan,2004,37,4890000000000.0,126803861.0,38563.49452955538
JPN,Japan,2008,25,5110000000000.0,126803861.0,40298.45747362535
JPN,Japan,2012,38,6270000000000.0,128105431.0,48944.0607713189
JPN,Japan,2016,41,5000000000000.0,127250933.0,39292.44275167711
JPN,Japan,2020,57,5060000000000.0,125244761.0,40400.89149916618
JPN,Japan,2024,45,,,
KAZ,Kazakhstan,1996,11,,16866563.0,
KAZ,Kazakhstan,2000,7,,15236253.0,
KAZ,Kazakhstan,2004,8,,15236253.0,
KAZ,Kazakhstan,2008,9,,15236253.0,
KAZ,Kazakhstan,2012,11,,16627837.0,
KAZ,Kazakhstan,2016,18,,17835909.0,
KAZ,Kazakhstan,2020,8,,18979243.0,
KAZ,Kazakhstan,2024,7,,,
KEN,Kenya,1964,1,998759333.6,,
KEN,Kenya,1968,9,1353295458.0,,
KEN,Kenya,1972,9,2107279157.0,,
KEN,Kenya,1984,3,6191437070.0,16187124.0,382.4914833543006
KEN,Kenya,1988,9,8355380879.0,16187124.0,516.1745149416289
KEN,Kenya,1992,8,8209129172.0,23162269.0,354.4181777700622
KEN,Kenya,1996,8,12045858436.0,23162269.0,520.0638346787182
KEN,Kenya,2000,7,12705357103.0,30851606.0,411.821579174841
KEN,Kenya,2004,7,16095337094.0,30851606.0,521.7017582164118
KEN,Kenya,2008,16,35895153328.0,30851606.0,1163.477626675253
KEN,Kenya,2012,12,56396706006.0,41517895.0,1358.3710350922174
KEN,Kenya,2016,13,74815121315.0,46851488.0,1596.856887768431
KEN,Kenya,2020,10,101000000000.0,51985780.0,1942.8389840452523
KEN,Kenya,2024,11,,,
KGZ,Kyrgyzstan,2000,1,,4935182.0,
KGZ,Kyrgyzstan,2008,3,,4935182.0,
KGZ,Kyrgyzstan,2020,3,,6424874.0,
KGZ,Kyrgyzstan,2024,6,,,
KOR,Republic of Korea,1948,2,,,
KOR,Republic of Korea,1952,2,,,
KOR,Republic of Korea,1956,2,,,
KOR,Republic of Korea,1964,3,3458939358.0,,
KOR,Republic of Korea,1968,2,6119284294.0,,
KOR,Republic of Korea,1972,1,10862327878.0,,
KOR,Republic of Korea,1976,6,29902479339.0,,
KOR,Republic of Korea,1984,19,97510235986.0,38170501.0,2554.596702464031
KOR,Republic of Korea,1988,33,200000000000.0,38170501.0,5239.648282321471
KOR,Republic of Korea,1992,29,356000000000.0,44120039.0,8068.895859316896
KOR,Republic of Korea,1996,27,610000000000.0,44120039.0,13825.917062312661
KOR,Republic of Korea,2000,28,576000000000.0,46788591.0,12310.693433790302
KOR,Republic of Korea,2004,30,793000000000.0,46788591.0,16948.57620311755
KOR,Republic of Korea,2008,32,1050000000000.0,46788591.0,22441.368238680236
KOR,Republic of Korea,2012,31,1280000000000.0,48813042.0,26222.50012609335
KOR,Republic of Korea,2016,21,1500000000000.0,50994401.0,29414.99401081307
KOR,Republic of Korea,2020,20,1640000000000.0,51844690.0,31632.94061551916
KOR,Republic of Korea,2024,32,,,
KWT,Kuwait,2000,1,,1934901.0,
KWT,Kuwait,2012,1,,2943356.0,
KWT,Kuwait,2020,1,,4360444.0,
LBN,Lebanon,1952,2,,,
LBN,Lebanon,1972,1,,,
LBN,Lebanon,1980,1,,2963702.0,
LTU,Lithuania,1992,2,,3785847.0,
LTU,Lithuania,1996,1,,3785847.0,
LTU,Lithuania,2000,5,,3599637.0,
LTU,Lithuania,2004,3,,3599637.0,
LTU,Lithuania,2008,5,,3599637.0,
LTU,Lithuania,2012,5,,3139019.0,
LTU,Lithuania,2016,4,,2963765.0,
LTU,Lithuania,2020,1,,2820267.0,
LTU,Lithuania,2024,4,,,
LUX,Luxembourg,1900,1,,,
LUX,Luxembourg,1920,1,,,
LUX,Luxembourg,1952,1,,,
MAR,Morocco,1960,1,2037150716.0,,
MAR,Morocco,1984,2,14824728528.0,19678444.0,753.348614758362
MAR,Morocco,1988,3,25705296184.0,19678444.0,1306.266704013793
MAR,Morocco,1992,3,33711069431.0,24570814.0,1371.9964438703578
MAR,Morocco,1996,2,43161452678.0,24570814.0,1756.614684316116
MAR,Morocco,2000,5,38857251336.0,28554415.0,1360.8141275526043
MAR,Morocco,2004,3,59626020162.0,28554415.0,2088.1541492620318
MAR,Morocco,2008,2,92507257784.0,28554415.0,3239.6831727773097
MAR,Morocco,2012,1,98266306615.0,32464865.0,3026.8509237601943
MAR,Morocco,2016,1,103000000000.0,34680458.0,2969.972311207655
MAR,Morocco,2020,1,115000000000.0,36688772.0,3134.473947506338
MAR,Morocco,2024,2,,,
MEX,Mexico,1932,2,,,
MEX,Mexico,1936,3,,,
MEX,Mexico,1948,5,,,
MEX,Mexico,1952,1,,,
MEX,Mexico,1956,2,,,
MEX,Mexico,1960,1,13040000000.0,,
MEX,Mexico,1964,1,20080000000.0,,
MEX,Mexico,1968,9,29360000000.0,,
MEX,Mexico,1972,1,45200000000.0,,
MEX,Mexico,1976,2,89025974026.0,,
MEX,Mexico,1980,4,205000000000.0,67705186.0,3027.8330525522815
MEX,Mexico,1984,6,184000000000.0,67705186.0,2717.6647886322917
MEX,Mexico,1988,2,182000000000.0,67705186.0,2688.1249539732453
MEX,Mexico,1992,1,363000000000.0,81720428.0,4441.973798766693
MEX,Mexico,1996,1,411000000000.0,81720428.0,5029.342234967247
MEX,Mexico,2000,6,708000000000.0,97873442.0,7233.831625130748
MEX,Mexico,2004,4,782000000000.0,97873442.0,7989.910071825205
MEX,Mexico,2008,4,1110000000000.0,97873442.0,11341.17670041685
MEX,Mexico,2012,8,1200000000000.0,112532401.0,10663.595456387711
MEX,Mexico,2016,5,1080000000000.0,120149897.0,8988.771750674077
MEX,Mexico,2020,4,1070000000000.0,125998302.0,8492.177934270892
MEX,Mexico,2024,5,,,
NGA,Nigeria,1964,1,5552822484.0,,
NGA,Nigeria,1972,1,12274416018.0,,
NGA,Nigeria,1984,2,73484359521.0,72951439.0,1007.3051406292342
NGA,Nigeria,1992,4,47794925815.0,95214257.0,501.9723654935416
NGA,Nigeria,1996,6,51075815093.0,95214257.0,536.4303277921919
NGA,Nigeria,2000,3,69448756933.0,122851984.0,565.3043172098874
NGA,Nigeria,2004,2,136000000000.0,122851984.0,1107.0232288637683
NGA,Nigeria,2008,5,339000000000.0,122851984.0,2759.418195476599
NGA,Nigeria,2016,1,405000000000.0,183995785.0,2201.13737931551
NGA,Nigeria,2020,2,432000000000.0,208327405.0,2073.6590080407327
NLD,Netherlands,1900,5,,,
NLD,Netherlands,1908,2,,,
NLD,Netherlands,1912,3,,,
NLD,Netherlands,1920,11,,,
NLD,Netherlands,1924,10,,,
NLD,Netherlands,1928,19,,,
NLD,Netherlands,1932,7,,,
NLD,Netherlands,1936,15,,,
NLD,Netherlands,1948,16,,,
NLD,Netherlands,1952,5,,,
NLD,Netherlands,1960,3,12276734172.0,,
NLD,Netherlands,1964,10,18699380731.0,,
NLD,Netherlands,1968,7,27817605743.0,,
NLD,Netherlands,1972,5,54706557264.0,,
NLD,Netherlands,1976,5,109000000000.0,,
NLD,Netherlands,1980,3,195000000000.0,14130387.0,13800.04666538857
NLD,Netherlands,1984,13,144000000000.0,14130387.0,10190.803691363868
NLD,Netherlands,1988,9,262000000000.0,14130387.0,18541.601160675924
NLD,Netherlands,1992,15,363000000000.0,14944548.0,24289.794512353266
NLD,Netherlands,1996,19,450000000000.0,14944548.0,30111.315511181736
NLD,Netherlands,2000,25,416000000000.0,15899135.0,26164.945451434938
NLD,Netherlands,2004,22,657000000000.0,15899135.0,41323.002792290274
NLD,Netherlands,2008,16,948000000000.0,15899135.0,59625.885307596924
NLD,Netherlands,2012,20,839000000000.0,16617116.0,50490.10911400029
NLD,Netherlands,2016,19,784000000000.0,17041107.0,46006.400875248306
NLD,Netherlands,2020,36,914000000000.0,17434557.0,52424.61853203382
NLD,Netherlands,2024,34,,,
NOR,Norway,1900,5,,,
NOR,Norway,1904,2,,,
NOR,Norway,1908,8,,,
NOR,Norway,1912,11,,,
NOR,Norway,1920,28,,,
NOR,Norway,1924,10,,,
NOR,Norway,1928,3,,,
NOR,Norway,1936,6,,,
NOR,Norway,1948,7,,,
NOR,Norway,1952,5,,,
NOR,Norway,1956,3,,,
NOR,Norway,1960,1,5163271598.0,,
NOR,Norway,1968,2,10159934137.0,,
NOR,Norway,1972,4,17358610850.0,,
NOR,Norway,1976,2,35942270686.0,,
NOR,Norway,1984,3,62057955033.0,4085776.0,15188.780548174936
NOR,Norway,1988,5,102000000000.0,4085776.0,24964.65787649641
NOR,Norway,1992,7,131000000000.0,4241636.0,30884.30973331988
NOR,Norway,1996,7,164000000000.0,4241636.0,38664.32668904168
NOR,Norway,2000,10,171000000000.0,4491202.0,38074.439760224544
NOR,Norway,2004,6,265000000000.0,4491202.0,59004.248751225176
NOR,Norway,2008,9,462000000000.0,4491202.0,102867.78461534351
NOR,Norway,2012,4,510000000000.0,4889741.0,104300.00280178439
NOR,Norway,2016,4,369000000000.0,5190356.0,71093.38935518103
NOR,Norway,2020,8,362000000000.0,5379839.0,67288.25899808526
NOR,Norway,2024,8,,,
NZL,New Zealand,1920,1,,,
NZL,New Zealand,1924,1,,,
NZL,New Zealand,1928,1,,,
NZL,New Zealand,1932,1,,,
NZL,New Zealand,1936,1,,,
NZL,New Zealand,1952,3,,,
NZL,New Zealand,1956,2,,,
NZL,New Zealand,1960,3,,,
NZL,New Zealand,1964,5,,,
NZL,New Zealand,1968,3,,,
NZL,New Zealand,1972,3,,,
NZL,New Zealand,1976,4,,,
NZL,New Zealand,1984,11,,3147168.0,
NZL,New Zealand,1988,13,,3147168.0,
NZL,New Zealand,1992,10,,3397389.0,
NZL,New Zealand,1996,6,,3397389.0,
NZL,New Zealand,2000,4,,3855266.0,
NZL,New Zealand,2004,5,,3855266.0,
NZL,New Zealand,2008,9,,3855266.0,
NZL,New Zealand,2012,13,,4346338.0,
NZL,New Zealand,2016,18,,4590590.0,
NZL,New Zealand,2020,20,,5061133.0,
NZL,New Zealand,2024,20,,,
PAK,Pakistan,1956,1,,,
PAK,Pakistan,1960,2,3749265015.0,,
PAK,Pakistan,1964,1,5204955901.0,,
PAK,Pakistan,1968,1,8041999160.0,,
PAK,Pakistan,1972,1,9415016360.0,,
PAK,Pakistan,1976,1,13168080808.0,,
PAK,Pakistan,1984,1,31151825467.0,80624057.0,386.38374979071074
PAK,Pakistan,1988,1,38472742808.0,80624057.0,477.1868873827572
PAK,Pakistan,1992,1,48884606848.0,115414069.0,423.558473170199
PAK,Pakistan,2024,1,,,
PAN,Panama,1948,2,,,
PAN,Panama,2008,1,25155888616.0,3001731.0,8380.46067952125
PAN,Panama,2024,1,,,
PHL,Philippines,1928,1,,,
PHL,Philippines,1932,3,,,
PHL,Philippines,1936,1,,,
PHL,Philippines,1964,1,5953766854.0,,
PHL,Philippines,1988,1,43152077817.0,48419546.0,891.2119460393124
PHL,Philippines,1992,1,60422309297.0,61558898.0,981.5365651444897
PHL,Philippines,1996,1,94648084429.0,61558898.0,1537.520772853991
PHL,Philippines,2016,1,319000000000.0,103031365.0,3096.1445575335238
PHL,Philippines,2020,4,361000000000.0,112190977.0,3217.72757179929
PHL,Philippines,2024,4,,,
POL,Poland,1924,2,,,
POL,Poland,1928,5,,,
POL,Poland,1932,7,,,
POL,Poland,1936,6,,,
POL,Poland,1948,1,,,
POL,Poland,1952,4,,,
POL,Poland,1956,9,,,
POL,Poland,1960,21,,,
POL,Poland,1964,23,,,
POL,Poland,1968,18,,,
POL,Poland,1972,21,,,
POL,Poland,1976,26,,,
POL,Poland,1980,32,,35521429.0,
POL,Poland,1988,16,,35521429.0,
POL,Poland,1992,19,,38064255.0,
POL,Poland,1996,17,,38064255.0,
POL,Poland,2000,14,,38504431.0,
POL,Poland,2004,10,,38504431.0,
POL,Poland,2008,11,,38504431.0,
POL,Poland,2012,11,,38597353.0,
POL,Poland,2016,11,,38553146.0,
POL,Poland,2020,14,,38428366.0,
POL,Poland,2024,10,,,
PRI,Puerto Rico,1948,1,,,
PRI,Puerto Rico,1976,1,8968600000.0,,
PRI,Puerto Rico,1984,2,19162600000.0,3214568.0,5961.174254207719
PRI,Puerto Rico,1992,1,34630430000.0,3543776.0,9772.183682038594
PRI,Puerto Rico,1996,1,45340835000.0,3543776.0,12794.498015675934
PRI,Puerto Rico,2012,2,102000000000.0,3717922.0,27434.679909906663
PRI,Puerto Rico,2016,1,104000000000.0,3497335.0,29736.92826109023
PRI,Puerto Rico,2020,1,103000000000.0,3271564.0,31483.412826403517
PRI,Puerto Rico,2024,2,,,
PRT,Portugal,1924,1,,,
PRT,Portugal,1928,1,,,
PRT,Portugal,1936,1,,,
PRT,Portugal,1948,2,,,
PRT,Portugal,1952,1,,,
PRT,Portugal,1960,1,3193200404.0,,
PRT,Portugal,1976,2,20332831565.0,,
PRT,Portugal,1984,3,25217969050.0,9785252.0,2577.1404814101875
PRT,Portugal,1988,1,56347250696.0,9785252.0,5758.385240972843
PRT,Portugal,1996,2,123000000000.0,10007346.0,12290.971052664712
PRT,Portugal,2000,2,118000000000.0,10300626.0,11455.614445180323
PRT,Portugal,2004,3,189000000000.0,10300626.0,18348.399407958314
PRT,Portugal,2008,2,262000000000.0,10300626.0,25435.347327434276
PRT,Portugal,2012,1,216000000000.0,10588401.0,20399.68074499634
PRT,Portugal,2016,1,206000000000.0,10365435.0,19873.743841913052
PRT,Portugal,2020,4,229000000000.0,10298192.0,22236.9130426001
PRT,Portugal,2024,4,,,
PRY,Paraguay,2004,1,,5123819.0,
ROU,Romania,1924,1,,,
ROU,Romania,1936,1,,,
ROU,Romania,1952,4,,,
ROU,Romania,1956,13,,,
ROU,Romania,1960,10,,,
ROU,Romania,1964,12,,,
ROU,Romania,1968,15,,,
ROU,Romania,1972,16,,,
ROU,Romania,1976,27,,,
ROU,Romania,1980,25,,22125224.0,
ROU,Romania,1984,53,,22125224.0,
ROU,Romania,1988,24,,22125224.0,
ROU,Romania,1992,18,,22836234.0,
ROU,Romania,1996,20,,22836234.0,
ROU,Romania,2000,26,,21919876.0,
ROU,Romania,2004,19,,21919876.0,
ROU,Romania,2008,9,,21919876.0,
ROU,Romania,2012,9,,20335211.0,
ROU,Romania,2016,4,,19906079.0,
ROU,Romania,2020,4,,19442038.0,
ROU,Romania,2024,9,,,
RUS,Russian Federation,1908,3,,,
RUS,Russian Federation,1912,6,,,
RUS,Russian Federation,1996,63,,148005704.0,
RUS,Russian Federation,2000,89,,146844839.0,
RUS,Russian Federation,2004,90,,146844839.0,
RUS,Russian Federation,2008,60,,146844839.0,
RUS,Russian Federation,2012,66,,143242599.0,
RUS,Russian Federation,2016,56,,144668389.0,
SAU,Saudi Arabia,2000,2,,21547390.0,
SAU,Saudi Arabia,2012,1,,29411929.0,
SAU,Saudi Arabia,2020,1,,35997107.0,
SDN,Sudan,2008,1,64831935604.0,26298773.0,2465.2076202946805
SEN,Senegal,1988,1,6418419798.0,5703869.0,1125.2747561348272
SGP,Singapore,1960,1,704756304.7,,
SGP,Singapore,2008,1,194000000000.0,4053602.0,47858.66989408432
SGP,Singapore,2012,2,295000000000.0,5163590.0,57130.79466030417
SGP,Singapore,2016,1,319000000000.0,5650018.0,56459.99711859325
SGP,Singapore,2024,1,,,
SMR,San Marino,2020,3,,34007.0,
SVK,Slovakia,1996,3,,5261305.0,
SVK,Slovakia,2000,5,,5376690.0,
SVK,Slovakia,2004,6,,5376690.0,
SVK,Slovakia,2008,6,,5376690.0,
SVK,Slovakia,2012,4,,5396424.0,
SVK,Slovakia,2016,4,,5424444.0,
SVK,Slovakia,2020,4,,5456681.0,
SVK,Slovakia,2024,1,,,
SWE,Sweden,1900,1,,,
SWE,Sweden,1908,25,,,
SWE,Sweden,1912,65,,,
SWE,Sweden,1920,61,,,
SWE,Sweden,1924,29,,,
SWE,Sweden,1928,24,,,
SWE,Sweden,1932,23,,,
SWE,Sweden,1936,18,,,
SWE,Sweden,1948,44,,,
SWE,Sweden,1952,33,,,
SWE,Sweden,1956,16,,,
SWE,Sweden,1960,6,15822585034.0,,
SWE,Sweden,1964,8,22532416750.0,,
SWE,Sweden,1968,4,31066819929.0,,
SWE,Sweden,1972,16,48954145809.0,,
SWE,Sweden,1976,5,89362071673.0,,
SWE,Sweden,1980,12,142000000000.0,8311763.0,17084.221482253524
SWE,Sweden,1984,19,109000000000.0,8311763.0,13113.944658912917
SWE,Sweden,1988,11,207000000000.0,8311763.0,24904.46371004563
SWE,Sweden,1992,12,284000000000.0,8548406.0,33222.56804367972
SWE,Sweden,1996,8,292000000000.0,8548406.0,34158.41503082563
SWE,Sweden,2000,12,263000000000.0,8871043.0,29647.021212725493
SWE,Sweden,2004,7,385000000000.0,8871043.0,43399.63181330538
SWE,Sweden,2008,5,518000000000.0,8871043.0,58392.231894265424
SWE,Sweden,2012,8,552000000000.0,9381729.0,58837.76860320736
SWE,Sweden,2016,11,516000000000.0,9849349.0,52389.24927931785
SWE,Sweden,2020,9,541000000000.0,10368969.0,52174.90764993125
SWE,Sweden,2024,11,,,
SYR,Syrian Arab Republic,1984,1,,8898954.0,
SYR,Syrian Arab Republic,1996,1,,12408996.0,
SYR,Syrian Arab Republic,2004,1,,16307654.0,
SYR,Syrian Arab Republic,2020,1,,20772595.0,
THA,Thailand,1976,1,16985211146.0,,
THA,Thailand,1984,1,41797592963.0,45737753.0,913.8532223697129
THA,Thailand,1988,1,61667199835.0,45737753.0,1348.2778621634518
THA,Thailand,1992,1,111000000000.0,55228410.0,2009.8351554933413
THA,Thailand,1996,2,183000000000.0,55228410.0,3313.5120131106437
THA,Thailand,2000,3,126000000000.0,63066603.0,1997.8878519903792
THA,Thailand,2004,8,173000000000.0,63066603.0,2743.1317332883777
THA,Thailand,2008,6,291000000000.0,63066603.0,4614.169562930161
THA,Thailand,2012,4,398000000000.0,68270489.0,5829.7517101422845
THA,Thailand,2016,6,413000000000.0,70294397.0,5875.290458782938
THA,Thailand,2020,2,502000000000.0,71475664.0,7023.369520568567
THA,Thailand,2024,6,,,
TJK,Tajikistan,2008,2,,6272998.0,
TJK,Tajikistan,2012,1,,7621779.0,
TJK,Tajikistan,2016,1,,8524063.0,
TJK,Tajikistan,2024,3,,,
TUR,Turkey,1936,2,,,
TUR,Türkiye,1936,2,,,
TUR,Turkey,1948,12,,,
TUR,Türkiye,1948,12,,,
TUR,Turkey,1952,3,,,
TUR,Türkiye,1952,3,,,
TUR,Turkey,1956,7,,,
TUR,Türkiye,1956,7,,,
TUR,Turkey,1960,9,13995067818.0,,
TUR,Türkiye,1960,9,13995067818.0,,
TUR,Turkey,1964,6,11177777778.0,,
TUR,Türkiye,1964,6,11177777778.0,,
TUR,Turkey,1968,2,17500000000.0,,
TUR,Türkiye,1968,2,17500000000.0,,
TUR,Turkey,1972,1,20431095406.0,,
TUR,Türkiye,1972,1,20431095406.0,,
TUR,Turkey,1984,3,59989909458.0,44089069.0,1360.6526701210225
TUR,Türkiye,1984,3,59989909458.0,44089069.0,1360.6526701210225
TUR,Turkey,1988,2,90852814005.0,44089069.0,2060.6652865588976
TUR,Türkiye,1988,2,90852814005.0,44089069.0,2060.6652865588976
TUR,Turkey,1992,6,158000000000.0,54324142.0,2908.4674728963046
TUR,Türkiye,1992,6,158000000000.0,54324142.0,2908.4674728963046
TUR,Turkey,1996,6,181000000000.0,54324142.0,3331.8519784445007
TUR,Türkiye,1996,6,181000000000.0,54324142.0,3331.8519784445007
TUR,Turkey,2000,5,274000000000.0,64113547.0,4273.6677788237175
TUR,Türkiye,2000,5,274000000000.0,64113547.0,4273.6677788237175
TUR,Turkey,2004,10,409000000000.0,64113547.0,6379.307012915695
TUR,Türkiye,2004,10,409000000000.0,64113547.0,6379.307012915695
TUR,Turkey,2008,5,770000000000.0,64113547.0,12009.942298154241
TUR,Türkiye,2008,5,770000000000.0,64113547.0,12009.942298154241
TUR,Turkey,2012,3,881000000000.0,73195345.0,12036.284547876645
TUR,Türkiye,2012,3,881000000000.0,73195345.0,12036.284547876645
TUR,Turkey,2016,8,870000000000.0,79646178.0,10923.311348348692
TUR,Türkiye,2016,8,870000000000.0,79646178.0,10923.311348348692
TUR,Turkey,2020,13,720000000000.0,84135428.0,8557.63163170692
TUR,Türkiye,2020,13,720000000000.0,84135428.0,8557.63163170692
TUR,Turkey,2024,8,,,
TUR,Türkiye,2024,8,,,
TWN,Chinese Taipei,1960,1,,,
TWN,Chinese Taipei,1968,1,,,
TWN,Chinese Taipei,1984,1,,18100281.0,
TWN,Chinese Taipei,1992,1,,20586174.0,
TWN,Chinese Taipei,1996,1,,20586174.0,
TWN,Chinese Taipei,2000,5,,22194731.0,
TWN,Chinese Taipei,2004,5,,22194731.0,
TWN,Chinese Taipei,2008,4,,22194731.0,
TWN,Chinese Taipei,2012,2,,23083083.0,
TWN,Chinese Taipei,2016,3,,23512136.0,
TWN,Chinese Taipei,2020,12,,23821464.0,
TWN,Chinese Taipei,2024,7,,,
UKR,Ukraine,1996,23,,51589817.0,
UKR,Ukraine,2000,23,,48879755.0,
UKR,Ukraine,2004,22,,48879755.0,
UKR,Ukraine,2008,22,,48879755.0,
UKR,Ukraine,2012,19,,45683020.0,
UKR,Ukraine,2016,11,,44982564.0,
UKR,Ukraine,2020,19,,43909666.0,
UKR,Ukraine,2024,12,,,
URY,Uruguay,1924,1,,,
URY,Uruguay,1928,1,,,
